Name,DataType,Address,Comment [en-GB],Acquisition mode,Acquisition cycle
DB ALARMS.PROCESS.WORD1.CP2_SCR_CHN_SND_BLOCK,Bool,%DB11.DBX105.2,CP2 SCRAPER CHAIN CONVEYOR SECOND DISCHARGE BLOCKED ALARM,Cyclic in operation,1 s
ID_SHOW,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SCADA DATA.DWORD_DATA.SD_CHLORINE_OUT,Real,%DB45.DBD100,CHLORINE CONTENT FOR SULPHUR DOSING PLANT,Cyclic in operation,1 s
DB SETPOINTS.PID.OIL_BURNER.GAIN,Real,%DB40.DBD1688,P TERM (GAIN),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.EXEC_OVERRIDE,Bool,%DB30.DBX0.3,SYSTEM EXECUTIVE OVERRIDE MODE REQUEST (FROM SCADA),Cyclic in operation,1 s
IDB CP13 RECIRC AIR FAN.Rem_Cmds.RunFwd,Bool,%DB145.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
IDB CP3 STOKER HYD PMP 1.Rem_Cmds.RemoteCtrl,Bool,%DB112.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_K92,Bool,%DB45.DBX6.6,CP18 STOKER 1 FORWARD RUN RELAY,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1SW04,Bool,%DB45.DBX6.2,CP3 SLIDE GATE VALVE OPEN PROXIMITY SWITCH,Cyclic in operation,1 s
DB SEND/RECV COOLER 5.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HIHI,Real,%DB165.DBD182,CIRCULATION WATER OUTLET TEMPERATURE HIGH HIGH ALARM,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FLOW_OUT_5,Real,%DB40.DBD212,STOKER PID AIR FLOW OUTPUT 5,Cyclic in operation,1 s
IDB BICARB FEEDER PBUS.Status.ActualSpeed,Real,%DB516.DBD38,Actual Speed in Percentage (%),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT01.HI,Real,%DB41.DBD2308,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.O2_PURGE_ON_TIME,Int,%DB40.DBW970,O2 METER PURGE ON TIME (DSEC),Cyclic in operation,1 s
S9_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB CP13 PAC FEED SCR DP.Status,Int,%DB556.DBW2,Motor Status,Cyclic in operation,1 s
IDB CP3 ASH SCRAPER DP.Status,Int,%DB529.DBW2,Motor Status,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.BS_MAINT_VLV_OPN,Bool,%DB1.DBX31.5,BICARB SILO MAINTENANCE BUTTERFLY VALVE MANUAL OPEN SELECT (SCADA),Cyclic in operation,1 s
IDB CP13 BS BLOW FAN.Rem_Cmds.RunFwd,Bool,%DB141.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SETPOINTS.PID.PRESS_CTRL_STEAM_OUT.INTEGRAL,Int,%DB40.DBW1646,I TERM (TI),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.DAMPERS.CP13R4_S2651,Bool,%DB45.DBX30.2,CP13 RACK 4 PRIMARY AIR DAMPER CLOSED,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2PSZ01.HI,Real,%DB41.DBD2564,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD4.CP17_8LT01,Bool,%DB11.DBX14.2,CP17 PLANT WATER TANK LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.STOKER_SPRINKLER_MD,Bool,%DB1.DBX6.7,CP3 STOKER SPRINKLER MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.OIL_BURNER_STOP_DEL,Int,%DB40.DBW964,OIL BURNER STOP DELAY TIMER (SEC),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FLOW_OUT_5,Real,%DB40.DBD108,STOKER PID AIR FLOW OUTPUT 5,Cyclic in operation,1 s
8MTR05_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB LV GRID POWER METER.KWh,Real,%DB200.DBD164,ACTIVE ENERGY USAGE (KWh),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.FILTER.ID_FAN_NORMAL_OP_PID_SP,Real,%DB40.DBD676,ID FANS PID SETPOINT IN NORMAL OPERATION,Cyclic in operation,1 s
10RMC3F_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_PRDS_CTRL.OP_OFFSET,Real,%DB40.DBD1200,OUTPUT OFFSET (LMN_OFF),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2PSZ01,Real,%DB42.DBD320,CP19 STEAM DRUM PRESSURE SWITCH HH (4-20mA = 0-60 Bar),Cyclic in operation,1 s
3VAS01a1_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.BITS.FILTER_PLANT,Bool,%DB30.DBX182.4,BAG FILTER PLANT AND PULSE CONTROLLERS,Cyclic in operation,1 s
IDB CP3 DISTRIB SCREW.Status.Direction,Bool,%DB110.DBX21.0,"Motor Running Direction (0 = Forward, 1 = Reverse)",Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.RC_SHUTDOWN_TEMP,Real,%DB40.DBD400,RESIDENCE CHAMBER SHUTDOWN TEMPERATURE (MODE 9) (DEG C),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_1,Real,%DB40.DBD136,STOKER PID AIR FAN SPEED POINT 1,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_4,Real,%DB40.DBD252,STOKER PID AIR FAN SPEED POINT 4,Cyclic in operation,1 s
Filter_Load_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1SW09,Bool,%DB45.DBX8.4,CP3 STOKER FUEL/FIRE DAMPER 1CV05 CLOSED POSITION SENSOR,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD5.CP18_1TT03,Bool,%DB11.DBX17.2,CP18 RESIDENCE CHAMBER TEMPERATURE PROBE 2,Cyclic in operation,1 s
IDB CP13 FILTER 1 HEATER.Rem_Cmds.RemoteCtrl,Bool,%DB135.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.PID.PRESS_CTRL_STEAM_OUT.SP,Real,%DB40.DBD1628,INTERNAL SETPOINT,Cyclic in operation,1 s
DB SAFETY.SEND.IDF1_3FA01_RUNNING,Bool,%DB44.DBX82.3,3FA01 ID Fan No.1 Running (PIW500 / DB511.DBX25.1) - 1=Running,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW02,Bool,%DB45.DBX10.3,CP8 SUPERHEATER SOOTBLOWER 1 EXTENDED PROXIMITY SWITCH,Cyclic in operation,1 s
DB SETPOINTS.PID.ID_FAN.MANUAL_VAL,Real,%DB40.DBD1270,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR07_REV,Bool,%DB45.DBX13.1,CP8 ECONOMISER SOOTBLOWER 3 MOTOR RUN REVERSE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT05.LOLO,Real,%DB41.DBD3148,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.WOOD_FEED.FUEL_DAMPER_STAT,Int,%DB1.DBW182,"FUEL DAMPER STATUS (0 = FAULT, 1 = CLOSED, 2 = OPEN)",Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD3.CP13R4_SPARE1,Bool,%DB11.DBX12.1,CP13 RACK 4 RESIDUE SILO VENT FILTER DIFF PRESSURE,Cyclic in operation,1 s
IDB CP2 LEV AUGER DP.Load,Real,%DB521.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB SETPOINTS.PID.HI_TEMP_CTRL_STEAM.OP_SCALE,Real,%DB40.DBD1518,OUTPUT SCALE FACTOR (LMN_FAC),Cyclic in operation,1 s
IDB FEED PUMP 2 PBUS.Status.ErrorCode,Int,%DB509.DBW46,Last Trip Code,Cyclic in operation,1 s
DB SETPOINTS.PID.TEMP_CTRL_STEAM_OUT.CYCLE_TIME,Int,%DB40.DBW1590,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.CP8_SOOTB_5_INSERV,Bool,%DB1.DBX21.4,CP8 SOOTBLOWER 5 IN SERVICE,Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.O_PCT,Real,%DB42.DBD800,OXYGEN MEASURED Om (%),Continuous,1 s
DB ALARM SETPOINTS.CP13R4_3TI01b.HIHI,Real,%DB41.DBD1024,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
MODE 2 Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
MODE 4 Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_1SW15,Bool,%DB45.DBX8.1,CP18 STOKER 3 REVERSE PROXIMITY SWITCH,Cyclic in operation,1 s
IDB CP2 LEV AUGER.Status.StatusWord,Int,%DB103.DBW22,Motor Status Word,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD3.CP13R4_1FT02,Bool,%DB11.DBX13.2,CP13 RACK 4 PRIMARY AIR FLOW,Cyclic in operation,1 s
IDB CP7 LP DOSING PMP2.Status.StatusWord,Int,%DB186.DBW22,Motor Status Word,Cyclic in operation,1 s
IDB ST HYD PUMP 2 PBUS.Control.RefSpeed,Real,%DB501.DBD32,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MODE_STATUS.EXEC_OPMODE_6_STAT,Int,%DB30.DBW44,"EXECUTIVE OVERRIDE MODE 6 STATUS (0=NOT SEL, 1=REQ, 2=REQ & ACHIEVED)",Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_1.GAIN,Real,%DB40.DBD1458,P TERM (GAIN),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_SPD_FACTOR,Real,%DB40.DBD332,STOKER SPEED FACTOR,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.ECON_3_NB_1,Int,%DB40.DBW1024,ECONOMISER SOOTBLOWER 3 NUMBER 1,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP2_1TS05.HIHI,Real,%DB41.DBD32,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SAFETY.RECV.E13c_K453_ON,Bool,%DB44.DBX5.5,PRIMARY AIR FAN MOTOR 3MTR10 ISOLATION CONTACTOR (0=ISOLATED),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_PRDS_CTRL.OP_SCALE,Real,%DB40.DBD1196,OUTPUT SCALE FACTOR (LMN_FAC),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.FILTER.ID_FAN_SOOTHING_PID_SP,Real,%DB40.DBD680,ID FANS PID SETPOINT IN SOOTHING OPERATION,Cyclic in operation,1 s
DB MV TURB POWER METER.KWtot,Real,%DB202.DBD156,TOTAL ACTIVE POWER (KW),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_7,Bool,%DB2.DBX294.6,Profibus Node,Cyclic in operation,1 s
DB PROCESS VALUES.PID.SECOND_FAN.CURR_SP,Real,%DB42.DBD1712,CURRENT RAMP SETPOINT,Cyclic in operation,1 s
IDB ST HYD PUMP 2 PBUS.Status.ActualSpeed,Real,%DB501.DBD38,Actual Speed in Percentage (%),Cyclic in operation,1 s
DB SAFETY.RECV.CP7_2LSZ02_03,Bool,%DB44.DBX4.0,BOILER PANEL CP7 BOILER LOW LOW WATER LEVEL (1=HEALTHY),Cyclic in operation,1 s
DB SETPOINTS.PID.PRIM_FAN.OP_SCALE,Real,%DB40.DBD1380,OUTPUT SCALE FACTOR (LMN_FAC),Cyclic in operation,1 s
DB LV GRID POWER METER.KVA2,Real,%DB200.DBD120,APPARANT POWER PHASE 2 (KVA),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.RUNS_PER_CYCLE,Int,%DB40.DBW1040,NUMBER OF RUNS PER CYCLE,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.START.TIMERS.ID_FANS,S5Time,%DB30.DBW150,MAIN FILTER FANS,Cyclic in operation,1 s
DB PROCESS VALUES.PID.TURBINE_STEAM_BLEED.RAMP_ACTV,Bool,%DB42.DBX2040.0,RAMP ACTIVE,Cyclic in operation,1 s
IDB BICARB FEEDER PBUS.Status.Load,Real,%DB516.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR01_FWD,Bool,%DB45.DBX10.0,CP8 SUPERHEATER SOOTBLOWER 1 MOTOR RUN FORWARD,Cyclic in operation,1 s
10RMC2F_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_46,Bool,%DB2.DBX299.5,Profibus Node,Cyclic in operation,1 s
PrimFanPID_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_SPARE1.HYST,Real,%DB41.DBD1072,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARMS TO SCADA.PROCESS.WORD5,Int,%DB12.DBW112,PROCESS ALARMS - WORD 5,Continuous,1 s
IDB CP13 RS HORIZ SCREW.Status.StatusWord,Int,%DB134.DBW22,Motor Status Word,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.RS_MAINT_VLV_MD,Bool,%DB1.DBX30.4,RESIDUE SILO MAINTENANCE BUTTERFLY VALVE MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB SEND/RECV COOLER 3.SEND.TIMES.MIN_RUN_TIME,Time,%DB163.DBD214,COOLER MINIMUM RUN TIME,Cyclic in operation,1 s
3MTR01_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB CP8 BOILER SOOTBLO 1.Status.StatusWord,Int,%DB119.DBW22,Motor Status Word,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP2_1TS01,Real,%DB42.DBD0,CP2 HYDRAULIC PUMP MOTOR THERMISTOR (PT100 = 0-150 ºC),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP18_1PT02,Real,%DB42.DBD308,CP18 MOVING GRATE PRESSURE TRANSMITTER 2 (4-20mA = -500-200 mBar),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_OUT_5,Real,%DB40.DBD276,STOKER PID AIR FAN SPEED OUTPUT 5,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.GRT_2_TRAV_MAX_TIMEOUT,Int,%DB40.DBW956,GRATE 2 TRAVERSE MAXIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
CP7 LP AUTO C_OVER OCC,Bool,%M146.3,CP7 LIFT PUMP AUTO CHANGEOVER OCCURED,Cyclic in operation,1 s
DB PROCESS VALUES.PID.HI_PRESS_CTRL_STEAM.PID_ACTV,Bool,%DB42.DBX1800.1,PID CONTROLLER ACTIVE,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_27,Bool,%DB2.DBX297.2,Profibus Node,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.BITS.BICARB_SYS,Bool,%DB30.DBX182.2,SODIUM BICARBONATE SILO AND FEED SYSTEM,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FAN_SPD_5,Real,%DB40.DBD48,STOKER PID AIR FAN SPEED POINT 5,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HI.WORD2,Int,%DB12.DBW38,HIGH ALARMS - WORD 2,Continuous,1 s
STRT ASH SYS,Timer,%T111,ASH CONVEYING AND STORAGE SYSTEM START DELAY TIMER,Cyclic in operation,1 s
IDB CP13 BS BLOW FAN.Rem_Cmds.RemoteCtrl,Bool,%DB141.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_8LO01,Real,%DB42.DBD116,CP13 RACK 4 BICARB SILO LOAD CELL WEIGHT (4..20mA = xx Tones),Cyclic in operation,1 s
DB ALARMS TO SCADA.SUPPLIES.WORD5,Int,%DB12.DBW94,POWER SUPPLY ALARMS - WORD 5,Continuous,1 s
DB SETPOINTS.PID.OIL_BURNER.CYCLE_TIME,Int,%DB40.DBW1682,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
DB SEND/RECV COOLER 1.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB161.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
IDB ID FAN B PBUS.Control.RefSpeed,Real,%DB512.DBD40,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SETPOINTS.PID.BICARB_FEED_HCL.GAIN,Real,%DB40.DBD2102,P TERM (GAIN),Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.STOP.BITS.ED_CURR_SEP_1GR01,Bool,%DB30.DBX110.4,EDDY CURRENT SEPARATOR,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.BIC_SILO_VIBRATOR_ON,Bool,%DB1.DBX31.7,BICARB SILO VIBRATOR MANUAL START SELECT (SCADA),Cyclic in operation,1 s
IDB CP2 LEV AUGER DP.Status,Int,%DB521.DBW2,Motor Status,Cyclic in operation,1 s
IDB CP3 EN-MASSE CHN CON.Rem_Cmds.RemoteCtrl,Bool,%DB106.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2PSZ01.HYST,Real,%DB41.DBD2576,ALARM HISTERESYS,Cyclic in operation,1 s
1MTR16_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD3.CP13R4_3TI01c,Bool,%DB11.DBX12.3,CP13 RACK 4 FILTER 2 INLET AIR TEMPERATURE,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_PUMP.GAIN,Real,%DB40.DBD1872,P TERM (GAIN),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_SB2a,Bool,%DB45.DBX21.4,CP13 RACK 4 FILTER 2 INLET VALVE A OPENED,Cyclic in operation,1 s
DB PROCESS VALUES.PID.STOKER_1.CURR_SP,Real,%DB42.DBD1742,CURRENT RAMP SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.NO2_Mg_m3,Real,%DB42.DBD848,NITROGEN DIOXIDE NO2 (mg/m3),Continuous,1 s
IDB CP13 PAC FEED SCREW.Rem_Cmds.RunFwd,Bool,%DB144.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HI.WORD3,Int,%DB12.DBW40,HIGH ALARMS - WORD 3,Continuous,1 s
DB ALARMS TO SCADA.COOLERS.COOLER3.WORD2,Int,%DB12.DBW140,COOLER 3 ALARMS - WORD 2,Continuous,1 s
3MTR11_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 3.SEND.TIMES.ADIABATIC_MIN_RUN_TIME,Time,%DB163.DBD218,COOLER ADIABATIC SYSTEM MINIMUM RUN TIME,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FAN_SPD_OUT_2,Real,%DB40.DBD56,STOKER PID AIR FAN SPEED OUTPUT 2,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD3.CP13R4_1FT03,Bool,%DB11.DBX13.4,CP13 RACK 4 SECONDARY AIR FLOW,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_U112_DP.HYST,Real,%DB41.DBD848,ALARM HISTERESYS,Cyclic in operation,1 s
IDB ST HYD PUMP 1 PBUS.Send.ControlWord,Word,%DB500.DBW8,Control Word,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK5.ALARM56,Bool,%DB400.DBX231.0,CONDENSATE LEVEL MAX MAX,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK3.OIL_COOLER_TEMP,DInt,%DB400.DBD152,TEMPERATURE OIL COOLER DEG C (POS 87),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_SPD_MAX,Real,%DB40.DBD336,STOKER MAXIMUM SPEED,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.STOP.BITS.PUSH_FLOOR_1HP01,Bool,%DB30.DBX110.0,PUSH FLOOR TRAVEL SOLENOIDS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_PID_FLOW_OUT_5,Real,%DB40.DBD464,GRATE PID AIR FLOW OUTPUT 5,Cyclic in operation,1 s
8PU01_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4LC02.LOLO,Real,%DB41.DBD1836,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1MTR04_REV,Bool,%DB45.DBX6.1,CP3 SLIDE VALVE MOTOR RUN REVERSE,Cyclic in operation,1 s
DB SEND/RECV COOLER 3.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB163.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
DB SETPOINTS.PID.BICARB_FEED_HCL.OP_MAX,Real,%DB40.DBD2108,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
2MTR03_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.AUTO_START_EN,Bool,%DB30.DBX0.6,"SYSTEM AUTO START ENABLE (1 = AUTOSTART, 0 = MANUAL)",Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.ID_START_TIMEOUT,Int,%DB40.DBW942,ID FAN START TIMEOUT TIME (SEC),Cyclic in operation,1 s
IDB CP7 LP DOSING PMP2.Rem_Cmds.RemoteCtrl,Bool,%DB186.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.OP_MODES.OP_MODE_4,Bool,%DB30.DBX8.4,SYSTEM IN OPERATION MODE 4 (RAMP-UP),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.ECONOM_2_MD,Bool,%DB1.DBX19.7,CP8 ECONOMISER SOOTBLOWER 2 MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP2_1TS01.HYST,Real,%DB41.DBD16,ALARM HISTERESYS,Cyclic in operation,1 s
S4_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP2_1TS05.HI,Real,%DB41.DBD36,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FLOW_4,Real,%DB40.DBD188,STOKER PID AIR FLOW POINT 4,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.STOP.BITS.EN_MASSE_CHN_1MTR09,Bool,%DB30.DBX110.5,EN-MASSE CHAIN CONVEYOR,Cyclic in operation,1 s
3VAS01a2_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.OPN_SHT.WORD1,Int,%DB12.DBW8,OPEN/SHORT CIRCUIT ALARMS - WORD 1,Continuous,1 s
DB ALARMS.ANALOGUE.LOLO.WORD6.CP19_2LT01,Bool,%DB11.DBX74.3,CP19 DP CELL WATER LEVEL,Cyclic in operation,1 s
DB PROCESS VALUES.PID.PRESS_CTRL_STEAM_OUT.OUTPUT,Real,%DB42.DBD1878,OUTPUT VALUE,Cyclic in operation,1 s
DB SETPOINTS.PID.TEMP_CTRL_STEAM_OUT.SP,Real,%DB40.DBD1582,INTERNAL SETPOINT,Cyclic in operation,1 s
IDB CP13 PRIM AIR FAN.Rem_Cmds.RunFwd,Bool,%DB146.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.BURNER.CP18_1SW41,Bool,%DB45.DBX14.3,CP18 GRATE 1 REVERSE SWITCH 1,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.FILTER.BS_PULSE_VLV_STAT,Int,%DB1.DBW240,BICARB SILO PULSE VALVE STATUS,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.POWER.IMPORTING_POWER,Bool,%DB1.DBX10.0,SITE IS IMPORTING POWER (SCADA),Cyclic in operation,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.CYCLE_TIME,Int,%DB40.DBW1222,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_33,Bool,%DB2.DBX298.0,Profibus Node,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.WOOD_FEED_TIMEOUT_ALM,Int,%DB40.DBW900,WOOD FEED TIMEOUT ALARM TIME (SEC),Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.BURNER.BRN_TEMP_SENS_SEL,Int,%DB1.DBW150,"BURNER TEMPERATURE SENSOR SELECT (0=LOWEST, 1-3=SENSOR NB 1TT02/03/04, 4=ALL)",Cyclic in operation,1 s
ALWAYS ON,Bool,%M0.1,LOGIC 1 FLAG,Cyclic in operation,1 s
DB ALARMS TO SCADA.LOCAL_ISOL.WORD2,Int,%DB12.DBW98,AC MOTOR LOCAL ISOLATOR ALARMS - WORD 2,Continuous,1 s
DB SYSTEM CONTROL.FILTER.START.TIMERS.FILTER_PLANT,S5Time,%DB30.DBW154,BAG FILTER PLANT AND PULSE CONTROLLERS,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_29,Bool,%DB2.DBX297.4,Profibus Node,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FAN_SPD_3,Real,%DB40.DBD40,STOKER PID AIR FAN SPEED POINT 3,Cyclic in operation,1 s
CP2 PS 1SW01 FLT,Bool,%M58.5,CP2 SCRAPER CHAIN CONVEYOR TENSIONER No 1 FAULT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_SPD_MAX,Real,%DB40.DBD536,GRATE MAXIMUM SPEED,Cyclic in operation,1 s
IDB CP13 RS INCL SCR DP.Status,Int,%DB559.DBW2,Motor Status,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB162.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
