Name,DataType,Address,Comment [en-GB],Acquisition mode,Acquisition cycle
DB SETPOINTS.TIMERS.BURNER.GRT_1_TRAV_MAX_TIMEOUT,Int,%DB40.DBW952,GRATE 1 TRAVERSE MAXIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BOILER.CP7_LIFT_PUMP_STOP_SP,Real,%DB40.DBD636,FEED WATER TANK WATER LEVEL TO STOP LIFT PUMP SETPOINT (%),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.PUSH_FLOOR.CP2_LAD_3_INSERV,Bool,%DB1.DBX2.6,CP2 PUSH FLOOR LADDER 3 IN SERVICE,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.GRT_1_TRAV_MIN_TIMEOUT,Int,%DB40.DBW966,GRATE 1 TRAVERSE MINIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.GENERAL.ALL_EQUIP_AUTO,Bool,%DB30.DBX70.2,ALL FEED LINE EQUIPMENT AUTO,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TSZ01.HYST,Real,%DB41.DBD2640,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_1.MAN_AUTO,Bool,%DB40.DBX1480.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB SEND/RECV COOLER 4.RECV.GENERAL.WATCHDOG,Bool,%DB164.DBX0.0,<No Value>,Cyclic in operation,1 s
IDB CP13 RS INCLIN SCREW.Rem_Cmds.RemoteCtrl,Bool,%DB133.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.FILTER.FILT_TEMP_START_HTR,Real,%DB40.DBD688,TEMPERATURE TO START FILTERS TRACE HEATING,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.OP_MODES.OP_MODE_2,Bool,%DB30.DBX8.2,SYSTEM IN OPERATION MODE 2 (PRE-FLIGHT),Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.BOILER.STEAM_SAT_TEMP,Real,%DB42.DBD1176,STEAM SATURATED TEMPERATURE,Cyclic in operation,1 s
IDB BICARB FEEDER PBUS.Control.RefSpeed,Real,%DB516.DBD32,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB LV GRID POWER METER.M4_PAC3200.PFtot,Real,%DB200.DBD100,TOTAL POWER FACTOR,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT03.HYST,Real,%DB41.DBD3408,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.PID.PRIM_FAN.GAIN,Real,%DB40.DBD1366,P TERM (GAIN),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3LO01.HI,Real,%DB41.DBD900,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.STK_1_PID_MTHD_1_SEL,Bool,%DB1.DBX7.1,STOKER 1 PID CONTROLLER METHOD 1 SELECTED,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S257,Bool,%DB45.DBX23.6,CP13 RACK 4 BICARB SILO TOP ENTRY LEVEL PROBE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8LT01.LOLO,Real,%DB41.DBD1612,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
IDB PRIM AIR FAN PBUS.Recv.StatusWord,Word,%DB513.DBW24,Status Word,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT07.HI,Real,%DB41.DBD2244,HIGH ALARM SETPOINT,Cyclic in operation,1 s
FEED2_SHOW,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARMS.COOLERS.COOLER1.WORD2.COMMS_FAULT,Bool,%DB11.DBX132.0,COMMUNICATION FAULT,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HI.WORD6,Int,%DB12.DBW46,HIGH ALARMS - WORD 6,Continuous,1 s
DB SETPOINTS.TIMERS.BURNER.GRT_2_TRAV_INTERVAL,Int,%DB40.DBW954,GRATE 2 TRAVERSE INTERVAL TIME (SEC),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.LO.WORD4.CP17_4LC02,Bool,%DB11.DBX57.1,CP17 DEAERATOR WATER LEVEL TRANSDUCER (4-20mA = 0-100%),Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK1.EXT_STEAM_PRESSURE,DInt,%DB400.DBD16,EXTRACTION STEAM PRESSURE BAR (x100),Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.FILTER.FILT1_PULSE_CTRL_STAT,Int,%DB1.DBW220,FILTER 1 PULSE CONTROLLER STATUS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT01.HYST,Real,%DB41.DBD2320,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_PID_FLOW_4,Real,%DB40.DBD84,STOKER PID AIR FLOW POINT 4,Cyclic in operation,1 s
Display_Menu,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.O2_PURGE_OFF_TIME,Int,%DB40.DBW972,O2 METER PURGE OFF TIME (SEC),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_24VDC,Bool,%DB45.DBX2.0,CP2 24VDC POWER SUPPLY HEALTHY,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STK_1_TRAV_MIN_TIMEOUT,Int,%DB40.DBW906,STOKER 1 TRAVERSE MINIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.BOILER.CP7_U13_MAN_OVR,Bool,%DB45.DBX28.0,CP7 MAIN BOILER FEED PUMP IN MANUAL OVERRIDE MODE,Cyclic in operation,1 s
DB SEND/RECV COOLER 4.SEND.GENERAL.START_ADIABATIC,Bool,%DB164.DBX71.0,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.PID.TURBINE_STEAM_BLEED.MAN_AUTO,Bool,%DB40.DBX1940.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1SW08,Bool,%DB45.DBX8.3,CP3 STOKER FUEL/FIRE DAMPER 1CV05 OPEN POSITION SENSOR,Cyclic in operation,1 s
S3_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2PT06.HIHI,Real,%DB41.DBD1696,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.CYCLE_INTERVAL,Int,%DB40.DBW1008,INTERVAL TIMER BETWEEN SOOTHING CYCLES (MIN),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT05.HYST,Real,%DB41.DBD2192,ALARM HISTERESYS,Cyclic in operation,1 s
IDB CP13 FILT SEAL A DP.Load,Real,%DB549.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR06_FWD,Bool,%DB45.DBX12.4,CP8 ECONOMISER SOOTBLOWER 2 MOTOR RUN FORWARD,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.START.BITS.ID_FANS,Bool,%DB30.DBX148.0,MAIN FILTER FANS,Cyclic in operation,1 s
DB SAFETY.SEND.TEMPERATURE_1TT07_OK,Bool,%DB44.DBX82.1,1TT07 High Temperature Flue Gas Recirculation (1=OK),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD6.CP19_2PT05,Bool,%DB11.DBX19.3,CP19 SOOTBLOWER STEAM PRESSURE,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.RECV.GENERAL.PUMP_STATUS,Int,%DB166.DBW2,COOLER PUMP STATUS,Cyclic in operation,1 s
DB SETPOINTS.PID.STOKER_3.MAN_AUTO,Bool,%DB40.DBX2032.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.FILTER_START,Bool,%DB30.DBX1.2,START FILTER SYSTEM (FROM SCADA),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STK_3_TRAV_MIN_TIMEOUT,Int,%DB40.DBW910,STOKER 3 TRAVERSE MINIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
STOP 1MTR02,Timer,%T41,CP2 LEVELLING SCREW STOP DELAY TIMER,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP3_1SW05,Bool,%DB45.DBX6.3,CP3 SLIDE GATE VALVE CLOSED PROXIMITY SWITCH,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.WOOD_FEED.STOKER_TIMER_REMAIN,Int,%DB1.DBW180,STOKER RUN-ON TIMER REMAINING TIME (MODE 7),Cyclic in operation,1 s
IDB CP22 EDDY CURR SEP.Status.StatusWord,Int,%DB104.DBW22,Motor Status Word,Cyclic in operation,1 s
1MTR18_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.H2O_PCT,Real,%DB42.DBD832,WATER H2O (%),Continuous,1 s
IDB CP3 STOKER HYD PMP 1.Status.Running,Bool,%DB112.DBX20.7,Motor Running,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.RECIRC_FAN_IS_OFF,Bool,%DB30.DBX13.0,RECIRCULATION AIR FAN IS OFF,Cyclic in operation,1 s
DB SETPOINTS.PID.ID_FAN.GAIN,Real,%DB40.DBD1274,P TERM (GAIN),Cyclic in operation,1 s
DB SETPOINTS.PID.HI_TEMP_CTRL_STEAM.SP,Real,%DB40.DBD1490,INTERNAL SETPOINT,Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD1.CP3_ENMASSE_TOP_BLOCK,Bool,%DB11.DBX105.7,CP3 EN-MASSE CHAIN CONVEYOR TOP CHUTE BLOCKED ALARM,Cyclic in operation,1 s
SYSTEM_HELP,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_PID_FLOW_4,Real,%DB40.DBD440,GRATE PID AIR FLOW POINT 4,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW01,Bool,%DB45.DBX10.2,CP8 SUPERHEATER SOOTBLOWER 1 RETRACTED PROXIMITY SWITCH,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.SHEAT_1_NB_1,Int,%DB40.DBW1012,SUPERHEATER SOOTBLOWER 1 NUMBER 1,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_LAMBDA_MAX,Real,%DB40.DBD216,STOKER PID AIR LAMBDA MAXIMUM SCALING VALUE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT08.HIHI,Real,%DB41.DBD2272,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4LC02.HIHI,Real,%DB41.DBD1824,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP2_1TS01.HI,Real,%DB41.DBD4,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_PUMP.OP_MAX,Real,%DB40.DBD1878,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
DB PROCESS VALUES.PID.FEED_PUMP.RAMP_ACTV,Bool,%DB42.DBX2010.0,RAMP ACTIVE,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_OUT_4,Real,%DB40.DBD168,STOKER PID AIR FAN SPEED OUTPUT 4,Cyclic in operation,1 s
3MTR09_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 1.RECV.GENERAL.PUMP_STATUS,Int,%DB161.DBW2,COOLER PUMP STATUS,Cyclic in operation,1 s
DB SAFETY.RECV.CP2_8_ESPB_OK,Bool,%DB44.DBX2.3,PUSHFLOOR DELIVERY AREA CP2/8 EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.OUTPUTS.CP17_5CV01_REF,Real,%DB42.DBD640,CP17 TURBINE STEAM BLEED TO DEAERATOR VALVE REFERENCE POSITION (4-20mA = 0-100%,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8LT04.LO,Real,%DB41.DBD1640,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_U113_DP,Real,%DB42.DBD108,CP13 RACK 4 FILTER 2 DIFFERENTIAL PRESSURE (4..20mA = -10 to +100mBar),Cyclic in operation,1 s
IDB GR HYD PUMP 1 PBUS.Status.Load,Real,%DB503.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW07,Bool,%DB45.DBX11.6,CP8 BOILER SOOTBLOWER 2 RETRACTED PROXIMITY SWITCH,Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE_2.CURR_L2,Real,%DB42.DBD1428,CURRENT L2,Cyclic in operation,1 s
DB SEND/RECV COOLER 3.RECV.ADIABATIC.STATUS,Int,%DB163.DBW30,ADIABATIC SYSTEM STATUS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3TI01b.HI,Real,%DB41.DBD1028,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB MV TURB POWER METER.M6_PAC3200.V3_N,Real,%DB202.DBD8,VOLTS PHASE 3 TO NEUTRAL (VOLTS),Cyclic in operation,1 s
DB MV TURB POWER METER.M6_PAC3200.V2_N,Real,%DB202.DBD4,VOLTS PHASE 2 TO NEUTRAL (VOLTS),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.STOKER_START,Bool,%DB30.DBX1.7,START STOKER FEEDERS (FROM SCADA),Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.START.BITS.HYD_PWR_PACK_1MTR01,Bool,%DB30.DBX74.4,HYDRAULIC POWER PACK,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2PT05.HYST,Real,%DB41.DBD2928,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.PID.RECIRC_FAN.GAIN,Real,%DB40.DBD1320,P TERM (GAIN),Cyclic in operation,1 s
DB SETPOINTS.PID.HI_PRESS_CTRL_STEAM.SP,Real,%DB40.DBD1536,INTERNAL SETPOINT,Cyclic in operation,1 s
IDB SCND AIR FAN PBUS.Control.RefSpeed,Real,%DB514.DBD40,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_K272,Bool,%DB45.DBX21.0,CP13 RACK 4 FILTER 1 INLET VALVE B OPEN SOLENOID 3VAS01b1,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP2_1TS06.HIHI,Real,%DB41.DBD64,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_1SW31_MIN,Bool,%DB45.DBX2.5,CP2 PUSH FLOOR LADDER No 2 MINIMUM PROXIMITY,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_LO,Real,%DB162.DBD190,CIRCULATION WATER OUTLET TEMPERATURE LOW ALARM,Cyclic in operation,1 s
IDB CP3 ASH SCRAPER DP.Load,Real,%DB529.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.BURNER.GRT_2_TRAV_MIN_TIMEOUT,Int,%DB40.DBW968,GRATE 2 TRAVERSE MINIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK2.BEARING_TEMP_7,DInt,%DB400.DBD124,TURBINE BEARING TEMPERATURE POS 84.7 DEG C (x100),Cyclic in operation,1 s
STRT 1MTR10,Timer,%T52,CP3 DISTRIBUTION SCREW START DELAY TIMER,Cyclic in operation,1 s
DB ALARMS TO SCADA.PROCESS.WORD6,Int,%DB12.DBW114,PROCESS ALARMS - WORD 6,Continuous,1 s
DB ALARM SETPOINTS.CP13R4_8IN02.HI,Real,%DB41.DBD1220,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2PSZ02,Real,%DB42.DBD348,CP19 STEAM DRUM PRESSURE SWITCH H (4-20mA = 0-60 Bar),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.PUSH_FLOOR.CP2_1SW25_MAX,Bool,%DB45.DBX3.6,CP2 PUSH FLOOR LADDER No 6 MAXIMUM PROXIMITY,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HIHI.WORD2,Int,%DB12.DBW24,HIGH HIGH ALARMS - WORD 2,Continuous,1 s
IDB CP13 RS SLEW RING.Status.StatusWord,Int,%DB137.DBW22,Motor Status Word,Cyclic in operation,1 s
IDB FEED PUMP 1 PBUS.Control.RefSpeed,Real,%DB508.DBD32,Drive Speed Reference in Percentage (%),Cyclic in operation,1 s
IDB CP3 EN-MASSE CHN CON.Status.StatusWord,Int,%DB106.DBW22,Motor Status Word,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_PID_FLOW_OUT_3,Real,%DB40.DBD516,GRATE PID AIR FLOW OUTPUT 3,Cyclic in operation,1 s
IDB FEED PUMP 1 PBUS.Send.ControlWord,Word,%DB508.DBW8,Control Word,Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.SO2_Mg_m3,Real,%DB42.DBD816,SULPHUR DIOXIDE (Mg/m3),Continuous,1 s
DB ALARM SETPOINTS.CP13R4_1FT03.LO,Real,%DB41.DBD1416,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_OUT_2,Real,%DB40.DBD264,STOKER PID AIR FAN SPEED OUTPUT 2,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8PT01.LO,Real,%DB41.DBD1672,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S255,Bool,%DB45.DBX20.3,CP13 RACK 4 RESIDUE SILO LOADING BELLOWS FULLY RETRACTED PROXIMITY,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT02.HI,Real,%DB41.DBD3044,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_1FT03,Real,%DB42.DBD176,CP13 RACK 4 SECONDARY AIR FLOW (4..20mA = 0 to 15000 Nm3/H),Cyclic in operation,1 s
IDB CP22 EDDY CURR SEP.Rem_Cmds.RemoteCtrl,Bool,%DB104.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.GENERAL.ALL_EQUIP_AVAIL,Bool,%DB30.DBX70.1,ALL FEED LINE EQUIPMENT AVAILABLE,Cyclic in operation,1 s
IDB ST HYD PUMP 2 PBUS.Status.Load,Real,%DB501.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.VALVES.CP8_2SW18,Bool,%DB45.DBX16.2,CP8 STEAM DRAIN VALVE 2CV05 CLOSED FEEDBACK,Cyclic in operation,1 s
STOP PAC DOSING,Timer,%T100,P.A.C. DOSING SYSTEM STOP DELAY TIMER,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK1.LP_OIL_MIST,DInt,%DB400.DBD32,LOW PRESSURE OIL MIST mBAR (x100),Cyclic in operation,1 s
DB LV GEN POWER METER.KVArh,Real,%DB201.DBD168,REACTIVE ENERGY USAGE (KVArh),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.BRN_BKUP_CAL_OFFSET,Real,%DB40.DBD388,BURNER BACKUP VACUUM SENSOR CALIBRATION OFFSET VALUE (mBar),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT09.HIHI,Real,%DB41.DBD2496,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB EMISSIONS DATA.WID_ALARM_COUNT_S,Int,%DB300.DBW170,WID ALARM COUNTER SECONDS,Cyclic in operation,1 s
DB LV GEN POWER METER.KVAr2,Real,%DB201.DBD144,REACTIVE POWER PHASE 2 (KVAr),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.GRATE_1_MAN_ST,Bool,%DB1.DBX37.1,CP3 GRATE 1 TRAVERSE MANUAL START SELECT (SCADA),Cyclic in operation,1 s
IDB ST HYD PUMP 3 PBUS.Status.Load,Real,%DB502.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD3.CP13R4_8UR01,Bool,%DB11.DBX12.7,CP13 RACK 4 DeNOx UREA SKID ACTUAL DOSING RATE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4LC02.LO,Real,%DB41.DBD1832,LOW ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS.SYSTEM.WORD1.CP13c_PSSu_HEALTHY,Bool,%DB11.DBX1.4,CP13c FILTER SAFETYBUS NODE HEALTHY (192.168.2.113),Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_LO,Real,%DB166.DBD190,CIRCULATION WATER OUTLET TEMPERATURE LOW ALARM,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HI.WORD1,Int,%DB12.DBW36,HIGH ALARMS - WORD 1,Continuous,1 s
DB SEND/RECV COOLER 2.SEND.SETPOINTS.FANS_SPEED_MANUAL,Real,%DB162.DBD110,FANS SPEED FOR REMOTE MANUAL MODE,Cyclic in operation,1 s
DB PROCESS VALUES.EMISSIONS.DUST_Mg_m3,Real,%DB42.DBD820,DUST PARTICULATES (Mg/m3),Continuous,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.RAMP_EN,Bool,%DB40.DBX1250.2,RAMP ENABLED (1=ENABLED),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_OUT_5,Real,%DB40.DBD172,STOKER PID AIR FAN SPEED OUTPUT 5,Cyclic in operation,1 s
STOP 1CC02,Timer,%T45,CP3 EN-MASSE CHAIN CONVEYOR STOP DELAY TIMER,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.ID_FAN_IS_OFF,Bool,%DB30.DBX12.5,ID FAN IS OFF,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_U113_DP.HIHI,Real,%DB41.DBD864,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
STRT 1CC02,Timer,%T50,CP3 EN-MASSE CHAIN CONVEYOR START DELAY TIMER,Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER5.WORD2,Int,%DB12.DBW148,COOLER 5 ALARMS - WORD 2,Continuous,1 s
DB ALARM SETPOINTS.CP13R4_3PI01b.HYST,Real,%DB41.DBD1104,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HIHI.WORD3,Int,%DB12.DBW26,HIGH HIGH ALARMS - WORD 3,Continuous,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.OP_MODE_0_EN,Bool,%DB30.DBX1.0,OP MODE 0 (SHUTDOWN) ENABLE,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_3_PID_FAN_SPD_3,Real,%DB40.DBD248,STOKER PID AIR FAN SPEED POINT 3,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP7_7TT06.HIHI,Real,%DB41.DBD640,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_SPD_MANUAL,Real,%DB40.DBD544,GRATE MANUAL SPEED,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.PRIM_AIR_FLOW_CORR_FACT,Real,%DB40.DBD552,PRIMARY AIR FLOW CORRECTION FACTOR,Cyclic in operation,1 s
DB SEND/RECV COOLER 4.RECV.GENERAL.FANS_STATUS,Int,%DB164.DBW4,COOLER FANS STATUS,Cyclic in operation,1 s
IDB CP7 LIFT PUMP 2.Rem_Cmds.RunFwd,Bool,%DB183.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_25,Bool,%DB2.DBX297.0,Profibus Node,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.FILTER.FILTER1_IN_VLV_B_MD,Bool,%DB1.DBX28.6,CP13 FILTER 1 INLET VALVE B MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_3,Bool,%DB2.DBX294.2,Profibus Node,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S2652,Bool,%DB45.DBX23.3,CP13 RACK 4 RESIDUE SILO LOADING BELLOWS LEVEL SWITCH PADDLE,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT01.HIHI,Real,%DB41.DBD3008,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
IDB CP3 STOKER HYD PMP 3.Rem_Cmds.RemoteCtrl,Bool,%DB114.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.BOILER_2_MD,Bool,%DB1.DBX19.1,CP8 BOILER SOOTBLOWER 2 MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB PROCESS VALUES.PID.FEED_PUMP.PID_ACTV,Bool,%DB42.DBX2010.1,PID CONTROLLER ACTIVE,Cyclic in operation,1 s
PrimAirDamper_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP18_1TT09,Real,%DB42.DBD312,CP18 SECONDARY AIR DUCT AIR TEMPERATURE PROBE (PT100) (0-400 ºC),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.MANUAL_VAL,Real,%DB40.DBD1730,PID OUTPUT IN MANUAL (MAN),Cyclic in operation,1 s
8PU03_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.RECV.PROCESS_VALUES.CIRC_WATER_OUT_TEMP,Real,%DB166.DBD22,CIRCULATION WATER OUTLET TEMPERATURE,Cyclic in operation,1 s
DB SAFETY.RECV.E13c_K433_ON,Bool,%DB44.DBX7.0,FILTER PANEL CP13c SAFETY CONTACTOR GROUP 1 ENERGISED (1=ON),Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.BURNER.BRN_MAIN_VAC_CAL_VAL,Real,%DB42.DBD1228,BURNER VACUUM SENSOR 1PT01 CALIBRATED VALUE (mBar),Cyclic in operation,1 s
DB MV TURB POWER METER.M6_PAC3200.V3_V1,Real,%DB202.DBD20,VOLTS PHASE 3 TO PHASE 1 (VOLTS),Cyclic in operation,1 s
